place_id,name,link,main_category,categories,rating,reviews,address,coordinatex,coordinatey,webpage
ChIJr6M_-H3hGGARRwbpRdTshPU,Taco Wasa Tokyo Tacos,https://www.google.com/maps/place/Taco+Wasa+Tokyo+Tacos/data=!4m7!3m6!1s0x6018e17df83fa3af:0xf584ecd445e90647!8m2!3d35.6993287!4d139.4163029!16s%2Fg%2F11rkj0vpzg!19sChIJr6M_-H3hGGARRwbpRdTshPU?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , ba&guriru, takosu resutoran",4.3,41.0,〒190-0012 東京都立川市曙町２丁目１６−１ GALERA TACHIKAWA,35.6993287,139.4163029,https://tachikawa.mypl.net/shop/00000368479/
ChIJi0RD3AQfGWAR07oBr1HXCMg,TACOSUAVE,https://www.google.com/maps/place/TACOSUAVE/data=!4m7!3m6!1s0x60191f04dc43448b:0xc808d751af01bad3!8m2!3d35.6612403!4d139.333544!16s%2Fg%2F11pcwth87k!19sChIJi0RD3AQfGWAR07oBr1HXCMg?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,"mekishikoLiao Li Dian , takosu resutoran",4.7,41.0,〒192-0066 東京都八王子市本町１２−１４,35.6612403,139.333544,https://instagram.com/tacosuave_taqueria_abefusai?igshid=OGQ5ZDc2ODk2ZA==
ChIJ12vWyvlBGGARGche19HH8k4,TACOS TACOS (タコス タコス),https://www.google.com/maps/place/TACOS+TACOS+%28%E3%82%BF%E3%82%B3%E3%82%B9+%E3%82%BF%E3%82%B3%E3%82%B9%29/data=!4m7!3m6!1s0x601841f9cad66bd7:0x4ef2c7d1d75ec819!8m2!3d35.2797901!4d139.6618442!16s%2Fg%2F11s434lm_z!19sChIJ12vWyvlBGGARGche19HH8k4?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,3.7,40.0,〒238-0042 神奈川県横須賀市汐入町２丁目３３,35.2797901,139.6618442,https://support.google.com/contributionpolicy/answer/7400114?ref_topic=7422769
ChIJLWsR_JX_GGARXQ4-ymxMvTU,Taco Bell,https://www.google.com/maps/place/Taco+Bell/data=!4m7!3m6!1s0x6018ff95fc116b2d:0x35bd4c6cca3e0e5d!8m2!3d35.5217573!4d139.4185464!16s%2Fg%2F11gmj81524!19sChIJLWsR_JX_GGARXQ4-ymxMvTU?authuser=0&hl=ja&rclk=1,tetsukusumetsukusuLiao Li Dian (amerika),tetsukusumetsukusuLiao Li Dian (amerika),3.8,31.0,〒252-0302 神奈川県相模原市南区上鶴間,35.5217573,139.4185464,https://business.google.com/create?fp=3872335284741738077&hl=ja&authuser=0&gmbsrc=jp-ja-et-ip-z-gmb-s-z-l
ChIJmfuVJiuLGGAR1g4nyKpZRTc,440 Broadway Taco Truck,https://www.google.com/maps/place/440+Broadway+Taco+Truck/data=!4m7!3m6!1s0x60188b2b2695fb99:0x374559aac8270ed6!8m2!3d35.6512988!4d139.7240127!16s%2Fg%2F11g0tsnzsz!19sChIJmfuVJiuLGGAR1g4nyKpZRTc?authuser=0&hl=ja&rclk=1,huasuto hudoDian ,huasuto hudoDian ,4.9,29.0,〒106-0047 東京都港区南麻布４丁目５−２ ナショナル麻布スーパーマーケット 3階,35.6512988,139.7240127,https://www.440broadway.com/
ChIJB-Gajo2NGGARUI7vnzeYCgA,kitade tacos 代々木店,https://www.google.com/maps/place/kitade+tacos+%E4%BB%A3%E3%80%85%E6%9C%A8%E5%BA%97/data=!4m7!3m6!1s0x60188d8d8e9ae107:0xa98379fef8e50!8m2!3d35.682704!4d139.6996701!16s%2Fg%2F11vkkjv52t!19sChIJB-Gajo2NGGARUI7vnzeYCgA?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.4,23.0,〒151-0053 東京都渋谷区代々木１丁目４１−１２,35.682704,139.6996701,https://tabelog.com/tokyo/A1304/A130403/13291861/?cid=google_yoyaku
ChIJnSBbgHrhGGARpF1VNDwn6fQ,TAQUERIA Cantina,https://www.google.com/maps/place/TAQUERIA+Cantina/data=!4m7!3m6!1s0x6018e17a805b209d:0xf4e9273c34555da4!8m2!3d35.6995611!4d139.4136754!16s%2Fg%2F1td53g58!19sChIJnSBbgHrhGGARpF1VNDwn6fQ?authuser=0&hl=ja&rclk=1,itariaLiao Li Dian ,itariaLiao Li Dian ,3.7,19.0,〒190-0012 東京都立川市曙町２丁目７−３ Kスクエアビル,35.6995611,139.4136754,https://taqueria-cantina.gorp.jp/
ChIJM6m9RejzGGARfKX-xiZUmpA,TACOYOTE タコヨテ,https://www.google.com/maps/place/TACOYOTE+%E3%82%BF%E3%82%B3%E3%83%A8%E3%83%86/data=!4m7!3m6!1s0x6018f3e845bda933:0x909a5426c6fea57c!8m2!3d35.6477349!4d139.6688455!16s%2Fg%2F11jb4mj9ck!19sChIJM6m9RejzGGARfKX-xiZUmpA?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,4.8,15.0,〒154-0004 東京都世田谷区太子堂５丁目１５−１３ コーディスハウス 1F,35.6477349,139.6688455,https://instagram.com/taco_yote?utm_medium=copy_link
ChIJzdxMF8uPGGAR4QKJNMqX_Ng,ラブタコス,https://www.google.com/maps/place/%E3%83%A9%E3%83%96%E3%82%BF%E3%82%B3%E3%82%B9/data=!4m7!3m6!1s0x60188fcb174cdccd:0xd8fc97ca348902e1!8m2!3d35.7265287!4d139.8142148!16s%2Fg%2F11j6f51pym!19sChIJzdxMF8uPGGAR4QKJNMqX_Ng?authuser=0&hl=ja&rclk=1,ba&guriru,"ba&guriru, burito resutoran, teikuauto, takosu resutoran",4.2,12.0,〒131-0034 東京都墨田区堤通１丁目１１−１８,35.7265287,139.8142148,https://menu.lovetacos.jp/
ChIJTd2WOgyLGGARahzD-4MJdYY,TACOS mi Casa タコス ミカーサ 日比谷フォートタワ 一店,https://www.google.com/maps/place/TACOS+mi+Casa+%E3%82%BF%E3%82%B3%E3%82%B9+%E3%83%9F%E3%82%AB%E3%83%BC%E3%82%B5+%E6%97%A5%E6%AF%94%E8%B0%B7%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88%E3%82%BF%E3%83%AF+%E4%B8%80%E5%BA%97/data=!4m7!3m6!1s0x60188b0c3a96dd4d:0x86750983fbc31c6a!8m2!3d35.6699488!4d139.753214!16s%2Fg%2F11qgkgt873!19sChIJTd2WOgyLGGARahzD-4MJdYY?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,3.8,11.0,,35.6699488,139.753214,https://www.facebook.com/TACOSmiCasaHibiya/menu
ChIJhYJN9OuNGGARWrd1qlB8v9M,TACO RiCO Otemachi タコリッコ大手町ビル店,https://www.google.com/maps/place/TACO+RiCO+Otemachi+%E3%82%BF%E3%82%B3%E3%83%AA%E3%83%83%E3%82%B3%E5%A4%A7%E6%89%8B%E7%94%BA%E3%83%93%E3%83%AB%E5%BA%97/data=!4m7!3m6!1s0x60188debf44d8285:0xd3bf7c50aa75b75a!8m2!3d35.6866423!4d139.7638661!16s%2Fg%2F11lcfl7qy3!19sChIJhYJN9OuNGGARWrd1qlB8v9M?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,4.4,9.0,〒100-0004 東京都千代田区大手町１丁目６−１ 大手町ビルヂング 地下２階,35.6866423,139.7638661,https://www.tacorico.jp/
ChIJJ3iTuCCLGGARvhAv12AG4fI,maison tacos,https://www.google.com/maps/place/maison+tacos/data=!4m7!3m6!1s0x60188b20b8937827:0xf2e10660d72f10be!8m2!3d35.6534559!4d139.6988222!16s%2Fg%2F11l76r4f8h!19sChIJJ3iTuCCLGGARvhAv12AG4fI?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.9,8.0,〒150-0035 東京都渋谷区鉢山町１−７,35.6534559,139.6988222,https://www.instagram.com/maison_tacos?igsh=MWt6eHkwa3duc2pocQ%3D%3D&utm_source=qr
ChIJw0RrlMCOGGARhH2cOlxRnI8,ラブタコス 浅草店,https://www.google.com/maps/place/%E3%83%A9%E3%83%96%E3%82%BF%E3%82%B3%E3%82%B9+%E6%B5%85%E8%8D%89%E5%BA%97/data=!4m7!3m6!1s0x60188ec0946b44c3:0x8f9c515c3a9c7d84!8m2!3d35.712471!4d139.79437!16s%2Fg%2F11np3gr1lz!19sChIJw0RrlMCOGGARhH2cOlxRnI8?authuser=0&hl=ja&rclk=1,ba&guriru,ba&guriru,3.3,7.0,〒111-0032 東京都台東区浅草１丁目３９−５ 澤田屋ビル B1F,35.712471,139.79437,https://www.tripadvisor.com/Restaurant_Review-g14134311-d13565915-Reviews-Love_Tacos_by_Victor_Burgos-Asakusa_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
ChIJJTcamr-LGGARrS4F-kNRKbk,  ,https://www.google.com/maps/place/Tacos+3+Hermanos/data=!4m7!3m6!1s0x60188bbf9a1a3725:0xb9295143fa052ead!8m2!3d35.6687156!4d139.7588918!16s%2Fg%2F11y1f4m3ny!19sChIJJTcamr-LGGARrS4F-kNRKbk?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,4.0,6.0,,35.6687156,139.7588918,https://support.google.com/local-listings?p=how_google_sources&authuser=0&hl=ja
ChIJ0UmE_k6LGGARmgAdoQNU4_s,LA OTACO,https://www.google.com/maps/place/LA+OTACO/data=!4m7!3m6!1s0x60188b4efe8449d1:0xfbe35403a11d009a!8m2!3d35.6268938!4d139.7332597!16s%2Fg%2F11qbkpp3db!19sChIJ0UmE_k6LGGARmgAdoQNU4_s?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,5.0,6.0,〒108-0074 東京都港区高輪４丁目１３−７,35.6268938,139.7332597,https://instagram.com/laotaco2022?igshid=YmMyMTA2M2Y=
ChIJVX-vlJ1dGGARjmxzV-2qg0o,Tacos and beer,https://www.google.com/maps/place/Tacos+and+beer/data=!4m7!3m6!1s0x60185d9d94af7f55:0x4a83aaed57736c8e!8m2!3d35.4557575!4d139.641422!16s%2Fg%2F11sb4897wh!19sChIJVX-vlJ1dGGARjmxzV-2qg0o?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,4.0,4.0,〒231-0001 神奈川県横浜市中区新港２丁目１４−１,35.4557575,139.641422,https://business.google.com/create?fp=5369323117106916494&hl=ja&authuser=0&gmbsrc=jp-ja-et-ip-z-gmb-s-z-l
ChIJx-q5CIuLGGARoFwweElUVjI,ララタコス,https://www.google.com/maps/place/%E3%83%A9%E3%83%A9%E3%82%BF%E3%82%B3%E3%82%B9/data=!4m7!3m6!1s0x60188b8b08b9eac7:0x3256544978305ca0!8m2!3d35.3157827!4d139.5349802!16s%2Fg%2F11m454g6gj!19sChIJx-q5CIuLGGARoFwweElUVjI?authuser=0&hl=ja&rclk=1,takosu resutoran,takosu resutoran,5.0,1.0,〒248-0016 神奈川県鎌倉市長谷３丁目１−３ 大仏前商店,35.3157827,139.5349802,https://lalataco.fun/menu
ChIJV5snZRz1GGARGJEB593Il1A,MIXTEKO TOKYO,https://www.google.com/maps/place/MIXTEKO+TOKYO/data=!4m7!3m6!1s0x6018f51c65279b57:0x5097c8dde7019118!8m2!3d35.6556321!4d139.7332198!16s%2Fg%2F11tdx_j965!19sChIJV5snZRz1GGARGJEB593Il1A?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,5.0,1.0,,35.6556321,139.7332198,https://www.tablecheck.com/shops/mixtekotokyo/reserve
ChIJlVR7DQCLGGARWTY7kBrHoJk,  ,https://www.google.com/maps/place/Taqueria+%22Don+Pancho%22/data=!4m7!3m6!1s0x60188b000d7b5495:0x99a0c71a903b3659!8m2!3d35.678315!4d139.7692115!16s%2Fg%2F11ld5ttbk5!19sChIJlVR7DQCLGGARWTY7kBrHoJk?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,,,,35.678315,139.7692115,https://support.google.com/local-listings?p=how_google_sources&authuser=0&hl=ja
ChIJneQrgHrhGGARpC5VvqhEFpU,BAR　TAQUERIA,https://www.google.com/maps/place/BAR%E3%80%80TAQUERIA/data=!4m7!3m6!1s0x6018e17a802be49d:0x951644a8be552ea4!8m2!3d35.6996409!4d139.4137047!16s%2Fg%2F11h07_jpwc!19sChIJneQrgHrhGGARpC5VvqhEFpU?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,,,〒190-0012 東京都立川市曙町２丁目７−５ ピタゴラスビル ５階,35.6996409,139.4137047,https://business.google.com/create?fp=10742849452677344932&hl=ja&authuser=0&gmbsrc=jp-ja-et-ip-z-gmb-s-z-l
ChIJm13X8vyNGGAR33xML9jQpH0,  ,https://www.google.com/maps/place/Taco+harajuku/data=!4m7!3m6!1s0x60188dfcf2d75d9b:0x7da4d0d82f4c7cdf!8m2!3d35.6700793!4d139.7037585!16s%2Fg%2F11pb1wrj2q!19sChIJm13X8vyNGGAR33xML9jQpH0?authuser=0&hl=ja&rclk=1,mekishikoLiao Li Dian ,mekishikoLiao Li Dian ,,,,35.6700793,139.7037585,https://support.google.com/local-listings?p=how_google_sources&authuser=0&hl=ja
